Release Date,Season,Episode,Episode Title,Name,Sentence,Emotion,Score
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daenerys targaryen,We have to go home.,sadness,0.866110622882843
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daenerys targaryen,"My poor, sweet thing. Does it hurt? We have to go home. Drogon? Can you take me back to Meereen?",sadness,0.7204129099845886
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daenerys targaryen,How far did you carry me?,neutral,0.5608473420143127
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daenerys targaryen,"Drogon, we need to return. My people need me.",neutral,0.7071768641471863
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daenerys targaryen,"Well, there's no food. At the very least you can hunt us some supper.",neutral,0.8470844030380249
2015-06-14,Season 5,Episode 10,Mother’s Mercy,septa,Confess. Confess.,neutral,0.5505831837654114
2015-06-14,Season 5,Episode 10,Mother’s Mercy,cersei lannister,"I have sinned. I see that now. How could I have been so blind for so long. I want to be clean again. I want absolution. The Crone came to me with her lamp raised high, and with its holy light--",sadness,0.6320546865463257
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sparrow,You wish to make a confession?,neutral,0.4738936126232147
2015-06-14,Season 5,Episode 10,Mother’s Mercy,cersei lannister,"Once I've confessed, will I be free?",neutral,0.6704323291778564
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sparrow,Your Grace will be dealt with according to her sins.,disgust,0.3296893239021301
2015-06-14,Season 5,Episode 10,Mother’s Mercy,cersei lannister,"The Mother have mercy then. I lay with a man outside the bonds of marriage, I confess.",disgust,0.7485427260398865
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sparrow,Name him.,neutral,0.9587879180908203
2015-06-14,Season 5,Episode 10,Mother’s Mercy,cersei lannister,Lancel Lannister.,neutral,0.5143535733222961
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sparrow,Your cousin. And the King's squire.,neutral,0.8067308664321899
2015-06-14,Season 5,Episode 10,Mother’s Mercy,cersei lannister,I was lonely and afraid.,fear,0.9440640807151794
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sparrow,You had a husband.,neutral,0.5101296901702881
2015-06-14,Season 5,Episode 10,Mother’s Mercy,cersei lannister,A husband of whoring every chance he got.,disgust,0.8117298483848572
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sparrow,His sins do not pardon your own.,anger,0.38939401507377625
2015-06-14,Season 5,Episode 10,Mother’s Mercy,cersei lannister,May the gods forgive me.,sadness,0.511427104473114
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sparrow,Other men?,surprise,0.5683532953262329
2015-06-14,Season 5,Episode 10,Mother’s Mercy,cersei lannister,No.,neutral,0.8298875689506531
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sparrow,No others?,surprise,0.7171643972396851
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sparrow,Speaking falsehoods before the Gods is a great crime. You understand this?,disgust,0.6644234657287598
2015-06-14,Season 5,Episode 10,Mother’s Mercy,cersei lannister,I do.,neutral,0.8885512351989746
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sparrow,There are those who say your children were not fathered by King Robert. That they are bastards born of incest and adultery.,disgust,0.7224974036216736
2015-06-14,Season 5,Episode 10,Mother’s Mercy,cersei lannister,"A lie. A lie from the lips of Stannis Baratheon. He wants the Throne, but his brother's children stand in his way, so he claims they are not his brothers'. The filth. There is not one shred of truth to it. I deny it.",disgust,0.847437858581543
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sparrow,"Good. But these are terrible charges. And the realm must know the truth of them. If Your Grace has given honest testimony, your trial will prove your innocence.",fear,0.815557062625885
2015-06-14,Season 5,Episode 10,Mother’s Mercy,cersei lannister,Trial? I have confessed?,surprise,0.42880484461784363
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sparrow,To a single sin. Others you have denied. Your trial will separate the truths from the falsehoods.,neutral,0.47455811500549316
2015-06-14,Season 5,Episode 10,Mother’s Mercy,cersei lannister,I bow to the wisdom of your High Holiness. But if I might beg for just one drop of the Mother's mercy. I haven't seen my son… I don't know how long it's been. I need to see him. Please.,neutral,0.46583133935928345
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sparrow,"You have taken the first step on a path back to righteousness. In light of this, I will permit you to return to the Red Keep.",neutral,0.7820124626159668
2015-06-14,Season 5,Episode 10,Mother’s Mercy,cersei lannister,Thank you. Thank you.,joy,0.44333240389823914
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sparrow,The Mother is merciful. It is her you should thank.,neutral,0.4796651005744934
2015-06-14,Season 5,Episode 10,Mother’s Mercy,cersei lannister,"I will, I will. I swear it, day and night.",neutral,0.6107523441314697
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sparrow,Good.,neutral,0.4056416153907776
2015-06-14,Season 5,Episode 10,Mother’s Mercy,cersei lannister,Am I free to go?,neutral,0.7605224847793579
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sparrow,After your atonement.,sadness,0.8091685175895691
2015-06-14,Season 5,Episode 10,Mother’s Mercy,cersei lannister,My atonement?,sadness,0.6789962649345398
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sparrow,"A sinner comes before you. Cersei of House Lannister, mother to his Grace King Tommen, widow to his Grace King Robert. She has committed the acts of falsehood and fornication. She has confessed her sins and begged for forgiveness. To demonstrate her repentance, she will cast aside all pride, all artifice, and present herself as the gods made her, to you. The good people of the city. She comes before you with a solemn heart. Shorn of secrets. Naked before the eyes of gods and men. To make her walk of atonement.",disgust,0.511953592300415
2015-06-14,Season 5,Episode 10,Mother’s Mercy,septa,Shame. Shame. Shame.,disgust,0.952102541923523
2015-06-14,Season 5,Episode 10,Mother’s Mercy,crowd,Bitch! Whore! All hail her royal tits!,anger,0.6570265293121338
2015-06-14,Season 5,Episode 10,Mother’s Mercy,woman,I've had half as many cocks as the queen!,surprise,0.622998058795929
2015-06-14,Season 5,Episode 10,Mother’s Mercy,man,"Suck me off! Suck me off, you bitch!",anger,0.9141830801963806
2015-06-14,Season 5,Episode 10,Mother’s Mercy,qyburn,Your Grace. It's good to have you back. Come. We'll take you inside. I need to have a look at those feet.,neutral,0.660649836063385
2015-06-14,Season 5,Episode 10,Mother’s Mercy,qyburn,May I have the honor of presenting the newest member of the Kingsguard.,joy,0.8223297595977783
2015-06-14,Season 5,Episode 10,Mother’s Mercy,qyburn,"If it please Your Grace, he's taken a holy vow of silence. He has sworn that he will not speak until all his Grace's enemies are dead, and the evil has been driven from the realm.",neutral,0.393399178981781
2015-06-14,Season 5,Episode 10,Mother’s Mercy,davos,He came to your aid. Stannis. Now he needs you!,anger,0.8706805109977722
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,We don't have enough men to make any difference.,neutral,0.7207239866256714
2015-06-14,Season 5,Episode 10,Mother’s Mercy,davos,The wildlings will make a difference!,anger,0.4227561056613922
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,"The wildlings won't ever fight for Stannis, I told you before--",neutral,0.651796281337738
2015-06-14,Season 5,Episode 10,Mother’s Mercy,davos,"You saved their bloody lives. If they're going to live in the Seven Kingdoms, safe behind our wall, they ought to fight for the damn place.",anger,0.9495596289634705
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,It's not their fight!,anger,0.7237852215766907
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,Stannis?,surprise,0.6950003504753113
2015-06-14,Season 5,Episode 10,Mother’s Mercy,davos,Shireen? The princess?,surprise,0.6405348181724548
2015-06-14,Season 5,Episode 10,Mother’s Mercy,olly,Lord Commander. It's one of the wildlings you brought back. Says he knows your Uncle Benjen. Says he's still alive.,neutral,0.9219777584075928
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,Are you sure he's talking about Benjen?,surprise,0.773045539855957
2015-06-14,Season 5,Episode 10,Mother’s Mercy,olly,Says he was first Ranger. Said he knows where to find him.,neutral,0.9435276389122009
2015-06-14,Season 5,Episode 10,Mother’s Mercy,alliser,Man says he saw your uncle at Hardhome the last full moon.,neutral,0.7004051804542542
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,He could be lying.,disgust,0.37209174036979675
2015-06-14,Season 5,Episode 10,Mother’s Mercy,alliser,Could be. There are ways to find out.,neutral,0.9328002333641052
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,Where is he?,neutral,0.6363350749015808
2015-06-14,Season 5,Episode 10,Mother’s Mercy,alliser,Over there.,neutral,0.876842737197876
2015-06-14,Season 5,Episode 10,Mother’s Mercy,alliser,For the Watch.,neutral,0.9622154831886292
2015-06-14,Season 5,Episode 10,Mother’s Mercy,brother,For the Watch.,neutral,0.9622154831886292
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,Olly…,neutral,0.3681460916996002
2015-06-14,Season 5,Episode 10,Mother’s Mercy,olly,For the Watch.,neutral,0.9622154831886292
2015-06-14,Season 5,Episode 10,Mother’s Mercy,end,EPISODE,neutral,0.9397589564323425
2015-06-14,Season 5,Episode 10,Mother’s Mercy,end,SEASON,neutral,0.6174030900001526
2015-04-24,Season 6,Episode 1,The Red Woman,nights watchman,It's the Lord Commander!,surprise,0.7553825378417969
2015-04-24,Season 6,Episode 1,The Red Woman,davos,Help me get him inside,neutral,0.7286220192909241
2015-04-24,Season 6,Episode 1,The Red Woman,dolorous edd,Thorne did this,neutral,0.5273321270942688
2015-04-24,Season 6,Episode 1,The Red Woman,davos,How many of your brothers do you think you can trust?,neutral,0.7809595465660095
2015-04-24,Season 6,Episode 1,The Red Woman,dolorous edd,Trust? The men in this room,neutral,0.8014997839927673
2015-04-24,Season 6,Episode 1,The Red Woman,davos,Does the wolf know you?,surprise,0.35933536291122437
2015-04-24,Season 6,Episode 1,The Red Woman,davos,We need all the help we can get,neutral,0.8481983542442322
2015-04-24,Season 6,Episode 1,The Red Woman,melisandre,Ser Davos,neutral,0.8822224736213684
2015-04-24,Season 6,Episode 1,The Red Woman,melisandre,"I saw him in the flames, fighting at Winterfell",anger,0.4302023649215698
2015-04-24,Season 6,Episode 1,The Red Woman,davos,"I can't speak for the flames, but he's gone",sadness,0.6559860110282898
2015-04-24,Season 6,Episode 1,The Red Woman,male voice,He was our Lord Commander!,surprise,0.8003818988800049
2015-04-24,Season 6,Episode 1,The Red Woman,male voice,He never should have been!,anger,0.6722026467323303
2015-04-24,Season 6,Episode 1,The Red Woman,alliser thorne,You all know why you're here Jon Snow is dead,neutral,0.3318651616573334
2015-04-24,Season 6,Episode 1,The Red Woman,nights watchman,Who killed him?,anger,0.58822101354599
2015-04-24,Season 6,Episode 1,The Red Woman,alliser thorne,I did,neutral,0.9129663705825806
2015-04-24,Season 6,Episode 1,The Red Woman,alliser thorne,And Bowen Marsh and Othell Yarwyck and the other officers in this castle,neutral,0.7973536849021912
2015-04-24,Season 6,Episode 1,The Red Woman,nights watchmen,Murderers!,anger,0.7264120578765869
2015-04-24,Season 6,Episode 1,The Red Woman,nights watchman,Traitors!,neutral,0.3552403748035431
2015-04-24,Season 6,Episode 1,The Red Woman,alliser thorne,You're right!,anger,0.6431058049201965
2015-04-24,Season 6,Episode 1,The Red Woman,alliser thorne,"We've committed treason, all of us Jon Snow was my Lord Commander I had no love for him That was no secret But I never once disobeyed an order Loyalty is the foundation on which the Night's Watch is built, and the Watch means everything to me I have given my life, we have all given our lives to the Night's Watch Jon Snow was going to destroy the Night's Watch He let the wildlings through our gates, as no Lord Commander has ever done before He gave them the very land on which they reaved and raped and murdered Lord Commander Snow did what he thought was right, I've no doubt about that And what he thought was right would have been the end of us He thrust a terrible choice upon us, and we made it",fear,0.7787868976593018
2015-04-24,Season 6,Episode 1,The Red Woman,davos,He'll have seen we didn't come Thorne will have made it official by now Castle Black is his,neutral,0.8976759910583496
2015-04-24,Season 6,Episode 1,The Red Woman,dolorous edd,"I don't care who's sitting at the high table Jon was my friend, and those fuckers butchered him Now we return the favor",anger,0.7976034879684448
2015-04-24,Season 6,Episode 1,The Red Woman,davos,We don't have the numbers,neutral,0.8656906485557556
2015-04-24,Season 6,Episode 1,The Red Woman,dolorous edd,We have a direwolf,neutral,0.552651584148407
2015-04-24,Season 6,Episode 1,The Red Woman,davos,"It's not enough I didn't know Lord Commander Snow for long, but I have to believe he wouldn't have wanted his friends to die for nothing",surprise,0.9220318794250488
2015-04-24,Season 6,Episode 1,The Red Woman,dolorous edd,"If you were planning to see tomorrow, you picked the wrong room We all die today I say we do our best to take Thorne with us when we go",anger,0.36964619159698486
2015-04-24,Season 6,Episode 1,The Red Woman,davos,"We need to fight, but we don't need to die Not if we have help",neutral,0.7221831679344177
2015-04-24,Season 6,Episode 1,The Red Woman,nights watchman,Who's gonna help us?,neutral,0.3617805242538452
2015-04-24,Season 6,Episode 1,The Red Woman,davos,You're not the only ones who owe your lives to Jon Snow,neutral,0.9125202298164368
2015-04-24,Season 6,Episode 1,The Red Woman,dolorous edd,Bolt the door Don't let anyone in I'll be back as soon as I can,neutral,0.35907769203186035
2015-04-24,Season 6,Episode 1,The Red Woman,ramsay bolton,She was 11 the first time I saw her,surprise,0.5287792086601257
2015-04-24,Season 6,Episode 1,The Red Woman,ramsay bolton,"The kennelmaster's daughter She smelled of dog I wasn't much older, but everybody was already afraid of me You certainly were",fear,0.9016584157943726
2015-04-24,Season 6,Episode 1,The Red Woman,ramsay bolton,"Myranda wasn't, though What could I do to her that those hounds couldn't? She was fearless There was nothing she wouldn't do.",fear,0.6956414580345154
2015-04-24,Season 6,Episode 1,The Red Woman,ramsay bolton,Your pain will be paid for a thousand times over. I wish you could be here to watch.,sadness,0.7217522859573364
2015-04-24,Season 6,Episode 1,The Red Woman,maester wolkan,"Shall I have a grave dug for her, my lord? Or would you rather the men build a pyre?",disgust,0.6345571875572205
